User ID,Asset ID,Category,Trigger,Timestamp
3259,188,Onboarding,Signup-Login,2023-08-10 09:30:45.430515
3097,75,Engagement,Long User Inactivity,2023-08-10 09:15:52.430515
3059,150,Feedback,"New Asset, No Feedback",2023-08-10 09:29:05.430515
3017,5,Onboarding,Signup-Login,2023-08-10 09:20:38.430515
3283,45,Feedback,Frequent Portal Usage,2023-08-10 09:16:08.430515
3206,223,Feedback,"New Asset, No Feedback",2023-08-10 09:15:46.430515
3108,180,Feedback,Negative Feedback Given,2023-08-10 09:14:53.430515
3111,202,Engagement,New Assets Added,2023-08-10 09:20:14.430515
3214,229,Onboarding,Signup-Login,2023-08-10 09:30:30.430515
3299,41,Feedback,Frequent Portal Usage,2023-08-10 09:21:55.430515
3246,155,Engagement,"Used, No Feedback",2023-08-10 09:31:50.430515
3076,63,Feedback,Used An Asset,2023-08-10 09:23:50.430515
3080,113,Feedback,Negative Feedback Given,2023-08-10 09:14:18.430515
3147,196,Onboarding,Signup-Login,2023-08-10 09:14:11.430515
3154,178,Onboarding,Signup-Login,2023-08-10 09:13:11.430515
3234,16,Feedback,Used An Asset,2023-08-10 09:25:29.430515
3055,190,Feedback,Frequent Portal Usage,2023-08-10 09:18:06.430515
3261,32,Engagement,"Used, No Feedback",2023-08-10 09:32:19.430515
3219,57,Feedback,Used New Asset,2023-08-10 09:27:16.430515
3079,235,Onboarding,Signup-Login,2023-08-10 09:19:24.430515
3196,3,Engagement,Near Top Contributor,2023-08-10 09:30:40.430515
3042,22,Feedback,Used An Asset,2023-08-10 09:14:25.430515
3009,141,Engagement,New Assets Added,2023-08-10 09:19:18.430515
3283,133,Engagement,Near Top Contributor,2023-08-10 09:18:57.430515
3172,29,Feedback,Frequent Portal Usage,2023-08-10 09:14:52.430515
3170,173,Feedback,Negative Feedback Given,2023-08-10 09:27:23.430515
3022,55,Engagement,Near Top Contributor,2023-08-10 09:21:28.430515
3136,83,Feedback,"New Asset, No Feedback",2023-08-10 09:14:58.430515
3085,241,Engagement,Long User Inactivity,2023-08-10 09:27:28.430515
3263,5,Feedback,"New Asset, No Feedback",2023-08-10 09:18:53.430515
3177,289,Engagement,Long User Inactivity,2023-08-10 09:17:21.430515
3222,108,Engagement,"Used, Not Rated",2023-08-10 09:18:39.430515
3230,154,Engagement,New Assets Added,2023-08-10 09:28:40.430515
3054,9,Engagement,"Used, No Feedback",2023-08-10 09:13:55.430515
3112,56,Engagement,Near Top Contributor,2023-08-10 09:25:26.430515
3276,167,Onboarding,Signup-Login,2023-08-10 09:21:08.431515
3249,273,Onboarding,Signup-Login,2023-08-10 09:30:06.431515
3001,31,Engagement,"Used, Not Rated",2023-08-10 09:15:25.431515
3221,267,Feedback,"New Asset, No Feedback",2023-08-10 09:26:50.431515
3206,114,Engagement,Long User Inactivity,2023-08-10 09:29:44.431515
3168,199,Feedback,Used An Asset,2023-08-10 09:28:29.431515
3274,284,Feedback,Used An Asset,2023-08-10 09:21:40.431515
3273,41,Onboarding,Signup-Login,2023-08-10 09:29:11.431515
3035,5,Onboarding,Signup-Login,2023-08-10 09:30:37.431515
3283,175,Engagement,Long User Inactivity,2023-08-10 09:17:54.431515
3197,159,Engagement,"Used, No Feedback",2023-08-10 09:21:50.431515
3063,303,Onboarding,Signup-Login,2023-08-10 09:23:54.431515
3148,165,Feedback,Frequent Portal Usage,2023-08-10 09:21:49.431515
3155,144,Feedback,Used New Asset,2023-08-10 09:13:42.431515
3018,135,Engagement,"Used, Not Rated",2023-08-10 09:28:27.431515
3162,68,Onboarding,Signup-Login,2023-08-10 09:28:07.431515
3003,39,Engagement,"Used, Not Rated",2023-08-10 09:15:20.431515
3296,184,Feedback,"New Asset, No Feedback",2023-08-10 09:26:19.431515
3008,167,Engagement,"Used, No Feedback",2023-08-10 09:17:58.431515
3157,36,Engagement,New Assets Added,2023-08-10 09:22:03.431515
3211,71,Feedback,Used New Asset,2023-08-10 09:14:19.431515
3119,66,Engagement,"Used, No Feedback",2023-08-10 09:26:38.431515
3277,302,Engagement,Long User Inactivity,2023-08-10 09:27:51.431515
3119,265,Onboarding,Signup-Login,2023-08-10 09:28:47.431515
3083,276,Onboarding,Signup-Login,2023-08-10 09:20:40.431515
3023,247,Feedback,Used New Asset,2023-08-10 09:12:56.431515
3065,281,Feedback,Negative Feedback Given,2023-08-10 09:13:21.431515
3090,310,Feedback,Used An Asset,2023-08-10 09:30:32.431515
3068,100,Onboarding,Signup-Login,2023-08-10 09:15:38.431515
3279,153,Feedback,Used An Asset,2023-08-10 09:28:17.431515
3054,6,Engagement,"Used, Not Rated",2023-08-10 09:19:06.431515
3197,258,Engagement,Long User Inactivity,2023-08-10 09:22:15.431515
3142,25,Onboarding,Signup-Login,2023-08-10 09:21:16.431515
3090,300,Engagement,Near Top Contributor,2023-08-10 09:26:17.431515
3225,44,Engagement,"Used, No Feedback",2023-08-10 09:29:39.431515
3237,79,Engagement,"Used, Not Rated",2023-08-10 09:27:02.431515
3140,151,Feedback,Used New Asset,2023-08-10 09:13:27.431515
3058,283,Feedback,Negative Feedback Given,2023-08-10 09:20:44.431515
3021,175,Engagement,"Used, No Feedback",2023-08-10 09:15:35.431515
3139,215,Engagement,"Used, No Feedback",2023-08-10 09:20:10.431515
3167,297,Feedback,Used New Asset,2023-08-10 09:31:00.431515
3072,55,Engagement,New Assets Added,2023-08-10 09:32:02.431515
3028,276,Engagement,"Used, Not Rated",2023-08-10 09:18:31.431515
3060,275,Feedback,Negative Feedback Given,2023-08-10 09:30:58.431515
3289,188,Onboarding,Signup-Login,2023-08-10 09:14:29.431515
3113,196,Onboarding,Signup-Login,2023-08-10 09:14:07.431515
3056,245,Feedback,Used New Asset,2023-08-10 09:21:54.431515
3036,301,Onboarding,Signup-Login,2023-08-10 09:16:58.431515
3084,304,Engagement,Near Top Contributor,2023-08-10 09:25:31.431515
3260,261,Feedback,Used New Asset,2023-08-10 09:20:01.431515
3267,90,Onboarding,Signup-Login,2023-08-10 09:18:32.431515
3174,207,Feedback,Frequent Portal Usage,2023-08-10 09:25:37.431515
3185,133,Engagement,"Used, Not Rated",2023-08-10 09:18:07.431515
3254,25,Feedback,Negative Feedback Given,2023-08-10 09:27:27.431515
3068,16,Engagement,Long User Inactivity,2023-08-10 09:24:34.431515
3215,234,Onboarding,Signup-Login,2023-08-10 09:27:19.431515
3176,95,Feedback,Used An Asset,2023-08-10 09:17:01.431515
3067,264,Feedback,Frequent Portal Usage,2023-08-10 09:25:37.431515
3151,284,Engagement,New Assets Added,2023-08-10 09:31:28.431515
3291,158,Feedback,Used An Asset,2023-08-10 09:18:19.431515
3192,193,Engagement,Long User Inactivity,2023-08-10 09:27:03.431515
3206,81,Feedback,Frequent Portal Usage,2023-08-10 09:18:02.431515
3001,276,Onboarding,Signup-Login,2023-08-10 09:29:50.431515
3125,281,Feedback,Used An Asset,2023-08-10 09:19:31.431515
3124,26,Feedback,"New Asset, No Feedback",2023-08-10 09:31:04.431515
3289,231,Onboarding,Signup-Login,2023-08-10 09:28:39.431515
3227,150,Engagement,"Used, No Feedback",2023-08-10 09:19:08.431515
3100,79,Feedback,Used New Asset,2023-08-10 09:21:50.431515
3081,84,Engagement,Long User Inactivity,2023-08-10 09:22:41.431515
3114,294,Feedback,Used New Asset,2023-08-10 09:32:25.431515
3238,171,Onboarding,Signup-Login,2023-08-10 09:17:14.431515
3224,108,Feedback,"New Asset, No Feedback",2023-08-10 09:26:28.432517
3149,224,Engagement,"Used, Not Rated",2023-08-10 09:12:48.432517
3153,29,Feedback,Used New Asset,2023-08-10 09:14:16.432517
3014,157,Feedback,Frequent Portal Usage,2023-08-10 09:22:34.432517
3247,120,Onboarding,Signup-Login,2023-08-10 09:23:27.432517
3102,193,Onboarding,Signup-Login,2023-08-10 09:18:25.432517
3001,149,Engagement,Near Top Contributor,2023-08-10 09:18:09.432517
3253,42,Onboarding,Signup-Login,2023-08-10 09:23:54.432517
3096,63,Onboarding,Signup-Login,2023-08-10 09:25:07.432517
3140,43,Onboarding,Signup-Login,2023-08-10 09:16:25.432517
3172,262,Feedback,Negative Feedback Given,2023-08-10 09:30:46.432517
3131,168,Onboarding,Signup-Login,2023-08-10 09:15:03.432517
3235,8,Onboarding,Signup-Login,2023-08-10 09:15:17.432517
3148,16,Engagement,"Used, Not Rated",2023-08-10 09:14:21.432517
3292,130,Feedback,Negative Feedback Given,2023-08-10 09:14:06.432517
3148,287,Feedback,Used An Asset,2023-08-10 09:15:28.432517
3136,249,Engagement,Near Top Contributor,2023-08-10 09:28:13.432517
3274,292,Engagement,"Used, Not Rated",2023-08-10 09:30:43.432517
3267,238,Feedback,Used New Asset,2023-08-10 09:22:39.432517
3071,244,Engagement,"Used, No Feedback",2023-08-10 09:27:54.432517
3136,291,Feedback,Negative Feedback Given,2023-08-10 09:20:22.432517
3094,82,Feedback,Used New Asset,2023-08-10 09:17:42.432517
3050,189,Engagement,"Used, No Feedback",2023-08-10 09:27:28.432517
3209,222,Engagement,Near Top Contributor,2023-08-10 09:29:54.432517
3266,20,Engagement,New Assets Added,2023-08-10 09:31:57.432517
3281,148,Onboarding,Signup-Login,2023-08-10 09:23:15.432517
3189,203,Engagement,New Assets Added,2023-08-10 09:24:11.432517
3295,246,Onboarding,Signup-Login,2023-08-10 09:13:19.432517
3059,65,Onboarding,Signup-Login,2023-08-10 09:27:33.432517
3297,92,Onboarding,Signup-Login,2023-08-10 09:16:59.432517
3261,18,Engagement,"Used, Not Rated",2023-08-10 09:21:16.432517
3180,23,Onboarding,Signup-Login,2023-08-10 09:14:32.432517
3221,174,Engagement,Near Top Contributor,2023-08-10 09:16:55.432517
3061,302,Onboarding,Signup-Login,2023-08-10 09:23:08.432517
3036,275,Onboarding,Signup-Login,2023-08-10 09:20:18.432517
3214,187,Onboarding,Signup-Login,2023-08-10 09:31:09.432517
3062,150,Feedback,Used New Asset,2023-08-10 09:32:19.432517
3092,244,Onboarding,Signup-Login,2023-08-10 09:19:43.432517
3287,220,Onboarding,Signup-Login,2023-08-10 09:21:15.432517
3243,90,Onboarding,Signup-Login,2023-08-10 09:23:01.432517
3143,250,Onboarding,Signup-Login,2023-08-10 09:15:57.432517
3025,229,Feedback,Frequent Portal Usage,2023-08-10 09:21:04.432517
3023,291,Engagement,Near Top Contributor,2023-08-10 09:30:19.432517
3052,60,Feedback,Used New Asset,2023-08-10 09:25:18.432517
3231,29,Engagement,"Used, Not Rated",2023-08-10 09:14:05.432517
3118,311,Onboarding,Signup-Login,2023-08-10 09:21:12.432517
3017,235,Feedback,Used An Asset,2023-08-10 09:16:47.432517
3194,185,Feedback,Negative Feedback Given,2023-08-10 09:23:28.432517
3044,302,Feedback,Negative Feedback Given,2023-08-10 09:20:47.432517
3287,250,Engagement,Long User Inactivity,2023-08-10 09:23:02.432517
3077,145,Feedback,Frequent Portal Usage,2023-08-10 09:17:36.432517
3285,28,Onboarding,Signup-Login,2023-08-10 09:21:56.432517
3062,25,Onboarding,Signup-Login,2023-08-10 09:15:04.432517
3105,45,Feedback,Negative Feedback Given,2023-08-10 09:30:00.432517
3182,135,Feedback,Frequent Portal Usage,2023-08-10 09:23:24.432517
3159,119,Onboarding,Signup-Login,2023-08-10 09:29:19.432517
3090,235,Feedback,Frequent Portal Usage,2023-08-10 09:30:43.432517
3050,3,Onboarding,Signup-Login,2023-08-10 09:27:25.432517
3142,221,Feedback,Frequent Portal Usage,2023-08-10 09:24:55.432517
3113,285,Feedback,Frequent Portal Usage,2023-08-10 09:18:31.432517
3086,155,Onboarding,Signup-Login,2023-08-10 09:24:34.432517
3019,237,Engagement,"Used, Not Rated",2023-08-10 09:27:31.432517
3027,82,Onboarding,Signup-Login,2023-08-10 09:25:55.432517
3139,249,Feedback,Used An Asset,2023-08-10 09:27:17.432517
3018,33,Engagement,Near Top Contributor,2023-08-10 09:31:00.432517
3075,78,Feedback,"New Asset, No Feedback",2023-08-10 09:22:35.432517
3155,230,Onboarding,Signup-Login,2023-08-10 09:19:58.432517
3155,118,Onboarding,Signup-Login,2023-08-10 09:13:15.432517
3100,41,Onboarding,Signup-Login,2023-08-10 09:27:14.432517
3217,271,Onboarding,Signup-Login,2023-08-10 09:14:11.432517
3200,299,Feedback,Used New Asset,2023-08-10 09:25:42.432517
3032,18,Feedback,Used An Asset,2023-08-10 09:25:42.433515
3282,268,Onboarding,Signup-Login,2023-08-10 09:25:21.433515
3289,269,Engagement,"Used, No Feedback",2023-08-10 09:14:04.433515
3118,127,Onboarding,Signup-Login,2023-08-10 09:23:58.433515
3142,83,Engagement,Long User Inactivity,2023-08-10 09:30:24.433515
3195,179,Onboarding,Signup-Login,2023-08-10 09:24:39.433515
3279,5,Feedback,Used New Asset,2023-08-10 09:29:00.433515
3007,284,Feedback,Used New Asset,2023-08-10 09:23:35.433515
3209,303,Engagement,New Assets Added,2023-08-10 09:22:37.433515
3290,117,Onboarding,Signup-Login,2023-08-10 09:14:25.433515
3004,21,Engagement,Long User Inactivity,2023-08-10 09:27:49.433515
3096,203,Onboarding,Signup-Login,2023-08-10 09:24:27.433515
3193,226,Feedback,Used An Asset,2023-08-10 09:12:52.433515
3223,223,Engagement,Long User Inactivity,2023-08-10 09:14:57.433515
3252,42,Engagement,Long User Inactivity,2023-08-10 09:20:48.433515
3280,76,Onboarding,Signup-Login,2023-08-10 09:23:14.433515
3033,298,Onboarding,Signup-Login,2023-08-10 09:17:39.433515
3091,174,Feedback,Used New Asset,2023-08-10 09:23:15.433515
3180,146,Engagement,"Used, No Feedback",2023-08-10 09:17:22.433515
3008,117,Onboarding,Signup-Login,2023-08-10 09:26:53.433515
3039,50,Onboarding,Signup-Login,2023-08-10 09:18:55.433515
3100,191,Onboarding,Signup-Login,2023-08-10 09:27:26.433515
3063,156,Onboarding,Signup-Login,2023-08-10 09:16:59.433515
3117,42,Feedback,Frequent Portal Usage,2023-08-10 09:12:31.433515
3171,104,Onboarding,Signup-Login,2023-08-10 09:23:31.433515
3233,104,Feedback,Used An Asset,2023-08-10 09:12:35.433515
3021,309,Engagement,Long User Inactivity,2023-08-10 09:19:12.433515
3203,230,Onboarding,Signup-Login,2023-08-10 09:31:01.433515
3253,170,Onboarding,Signup-Login,2023-08-10 09:13:59.433515
3123,18,Onboarding,Signup-Login,2023-08-10 09:16:29.433515
3055,186,Feedback,Frequent Portal Usage,2023-08-10 09:18:50.433515
3114,177,Engagement,"Used, No Feedback",2023-08-10 09:19:15.433515
3244,214,Feedback,Frequent Portal Usage,2023-08-10 09:27:04.433515
3259,203,Feedback,"New Asset, No Feedback",2023-08-10 09:26:08.433515
3210,99,Onboarding,Signup-Login,2023-08-10 09:23:49.433515
3137,222,Feedback,Used An Asset,2023-08-10 09:24:31.433515
3134,247,Onboarding,Signup-Login,2023-08-10 09:29:12.433515
3126,188,Onboarding,Signup-Login,2023-08-10 09:31:43.433515
3184,120,Onboarding,Signup-Login,2023-08-10 09:30:34.433515
3268,144,Feedback,Used New Asset,2023-08-10 09:15:40.433515
3067,183,Engagement,"Used, No Feedback",2023-08-10 09:29:49.433515
3047,104,Onboarding,Signup-Login,2023-08-10 09:25:58.433515
3269,50,Engagement,New Assets Added,2023-08-10 09:16:52.433515
3142,14,Engagement,"Used, No Feedback",2023-08-10 09:14:41.433515
3045,83,Feedback,Negative Feedback Given,2023-08-10 09:24:29.433515
3278,45,Feedback,Negative Feedback Given,2023-08-10 09:13:22.433515
3264,60,Onboarding,Signup-Login,2023-08-10 09:29:24.433515
3162,65,Engagement,Near Top Contributor,2023-08-10 09:30:13.433515
3221,55,Onboarding,Signup-Login,2023-08-10 09:20:34.433515
3299,62,Engagement,"Used, No Feedback",2023-08-10 09:22:32.433515
3168,23,Engagement,New Assets Added,2023-08-10 09:22:33.433515
3163,187,Onboarding,Signup-Login,2023-08-10 09:22:50.433515
3133,254,Feedback,"New Asset, No Feedback",2023-08-10 09:13:21.433515
3285,236,Engagement,"Used, Not Rated",2023-08-10 09:25:53.433515
3253,271,Feedback,Frequent Portal Usage,2023-08-10 09:30:36.433515
3023,204,Engagement,"Used, Not Rated",2023-08-10 09:20:51.433515
3193,136,Engagement,"Used, No Feedback",2023-08-10 09:30:35.433515
3295,207,Feedback,Frequent Portal Usage,2023-08-10 09:28:18.433515
3033,266,Engagement,"Used, No Feedback",2023-08-10 09:15:28.433515
3195,269,Feedback,Used An Asset,2023-08-10 09:31:03.433515
3175,133,Feedback,Used New Asset,2023-08-10 09:15:21.433515
3093,255,Engagement,"Used, Not Rated",2023-08-10 09:31:24.433515
3145,38,Feedback,"New Asset, No Feedback",2023-08-10 09:31:09.433515
3273,270,Onboarding,Signup-Login,2023-08-10 09:28:33.433515
3179,171,Onboarding,Signup-Login,2023-08-10 09:26:07.434517
3114,253,Onboarding,Signup-Login,2023-08-10 09:24:11.434517
3231,248,Feedback,Negative Feedback Given,2023-08-10 09:28:11.434517
3144,116,Engagement,New Assets Added,2023-08-10 09:23:35.434517
3287,168,Onboarding,Signup-Login,2023-08-10 09:20:21.434517
3264,42,Engagement,Long User Inactivity,2023-08-10 09:32:01.434517
3234,108,Engagement,Long User Inactivity,2023-08-10 09:21:30.434517
3051,175,Feedback,Frequent Portal Usage,2023-08-10 09:23:32.434517
3242,63,Onboarding,Signup-Login,2023-08-10 09:25:18.434517
3024,200,Feedback,Negative Feedback Given,2023-08-10 09:18:48.434517
3009,47,Onboarding,Signup-Login,2023-08-10 09:27:32.434517
3063,2,Feedback,Used New Asset,2023-08-10 09:32:17.434517
3060,262,Feedback,Used New Asset,2023-08-10 09:28:26.434517
3034,289,Feedback,Frequent Portal Usage,2023-08-10 09:13:27.434517
3023,259,Onboarding,Signup-Login,2023-08-10 09:13:18.434517
3099,292,Onboarding,Signup-Login,2023-08-10 09:28:00.434517
3159,140,Engagement,Long User Inactivity,2023-08-10 09:13:22.434517
3142,36,Feedback,Negative Feedback Given,2023-08-10 09:24:11.434517
3088,219,Onboarding,Signup-Login,2023-08-10 09:29:32.434517
3152,153,Feedback,Used New Asset,2023-08-10 09:23:13.434517
3064,171,Onboarding,Signup-Login,2023-08-10 09:24:55.434517
3300,284,Feedback,Used New Asset,2023-08-10 09:32:27.434517
3190,212,Feedback,Used New Asset,2023-08-10 09:20:54.434517
3073,57,Feedback,Negative Feedback Given,2023-08-10 09:25:18.434517
3129,71,Engagement,"Used, No Feedback",2023-08-10 09:15:34.434517
3266,27,Feedback,"New Asset, No Feedback",2023-08-10 09:23:14.434517
3263,166,Feedback,Used An Asset,2023-08-10 09:26:14.434517
3145,177,Engagement,"Used, No Feedback",2023-08-10 09:14:10.434517
3203,263,Engagement,New Assets Added,2023-08-10 09:17:35.434517
3104,244,Onboarding,Signup-Login,2023-08-10 09:20:06.434517
3298,218,Engagement,Long User Inactivity,2023-08-10 09:29:56.434517
3155,162,Onboarding,Signup-Login,2023-08-10 09:28:47.434517
3189,118,Engagement,Long User Inactivity,2023-08-10 09:14:23.434517
3134,183,Feedback,Used New Asset,2023-08-10 09:25:52.434517
3100,297,Feedback,"New Asset, No Feedback",2023-08-10 09:27:12.434517
3046,274,Feedback,Negative Feedback Given,2023-08-10 09:32:11.434517
3138,47,Onboarding,Signup-Login,2023-08-10 09:14:23.434517
3214,248,Feedback,Frequent Portal Usage,2023-08-10 09:13:34.434517
3269,76,Engagement,Near Top Contributor,2023-08-10 09:17:28.434517
3105,206,Onboarding,Signup-Login,2023-08-10 09:31:12.434517
3108,64,Onboarding,Signup-Login,2023-08-10 09:21:37.434517
3272,303,Onboarding,Signup-Login,2023-08-10 09:15:59.434517
3121,267,Engagement,"Used, No Feedback",2023-08-10 09:24:03.434517
3080,227,Feedback,Frequent Portal Usage,2023-08-10 09:16:48.434517
3157,250,Feedback,Negative Feedback Given,2023-08-10 09:18:36.434517
3205,151,Onboarding,Signup-Login,2023-08-10 09:29:57.434517
3069,237,Onboarding,Signup-Login,2023-08-10 09:14:11.434517
3156,92,Feedback,"New Asset, No Feedback",2023-08-10 09:19:27.434517
3130,139,Engagement,"Used, Not Rated",2023-08-10 09:19:12.434517
3102,105,Feedback,Frequent Portal Usage,2023-08-10 09:24:47.434517
3122,5,Feedback,Frequent Portal Usage,2023-08-10 09:23:33.434517
3290,284,Engagement,Long User Inactivity,2023-08-10 09:30:17.434517
3024,40,Onboarding,Signup-Login,2023-08-10 09:20:26.434517
3269,48,Feedback,Negative Feedback Given,2023-08-10 09:22:41.434517
3057,197,Engagement,Near Top Contributor,2023-08-10 09:25:37.434517
3285,305,Onboarding,Signup-Login,2023-08-10 09:24:25.434517
3160,150,Engagement,"Used, Not Rated",2023-08-10 09:15:02.434517
3090,102,Onboarding,Signup-Login,2023-08-10 09:13:41.434517
3134,1,Feedback,"New Asset, No Feedback",2023-08-10 09:24:24.434517
3055,140,Feedback,Used New Asset,2023-08-10 09:28:03.434517
3024,191,Engagement,Long User Inactivity,2023-08-10 09:21:12.434517
3011,298,Feedback,Negative Feedback Given,2023-08-10 09:29:35.434517
3132,36,Onboarding,Signup-Login,2023-08-10 09:16:53.434517
3242,196,Engagement,Long User Inactivity,2023-08-10 09:31:07.434517
3211,177,Feedback,Used An Asset,2023-08-10 09:30:03.434517
3065,275,Onboarding,Signup-Login,2023-08-10 09:26:41.434517
3160,256,Engagement,Near Top Contributor,2023-08-10 09:22:24.434517
3004,55,Onboarding,Signup-Login,2023-08-10 09:31:41.434517
3073,240,Engagement,Near Top Contributor,2023-08-10 09:15:57.434517
3234,258,Onboarding,Signup-Login,2023-08-10 09:15:12.435516
3151,186,Feedback,Negative Feedback Given,2023-08-10 09:30:33.435516
3228,303,Engagement,New Assets Added,2023-08-10 09:15:06.435516
3204,7,Feedback,Frequent Portal Usage,2023-08-10 09:27:25.435516
3173,84,Engagement,Long User Inactivity,2023-08-10 09:17:11.435516
3190,168,Onboarding,Signup-Login,2023-08-10 09:27:35.435516
3186,161,Engagement,New Assets Added,2023-08-10 09:29:18.435516
3239,222,Onboarding,Signup-Login,2023-08-10 09:17:59.435516
3041,265,Engagement,Near Top Contributor,2023-08-10 09:24:36.435516
3275,28,Onboarding,Signup-Login,2023-08-10 09:24:14.435516
3013,189,Feedback,"New Asset, No Feedback",2023-08-10 09:25:20.435516
3279,32,Engagement,Long User Inactivity,2023-08-10 09:25:55.435516
3139,215,Onboarding,Signup-Login,2023-08-10 09:21:54.435516
3093,60,Feedback,"New Asset, No Feedback",2023-08-10 09:27:20.435516
3273,159,Engagement,"Used, No Feedback",2023-08-10 09:32:07.435516
3110,257,Onboarding,Signup-Login,2023-08-10 09:23:27.435516
3296,134,Onboarding,Signup-Login,2023-08-10 09:24:10.435516
3200,295,Onboarding,Signup-Login,2023-08-10 09:31:31.435516
3057,12,Feedback,Frequent Portal Usage,2023-08-10 09:17:50.435516
3293,305,Engagement,"Used, No Feedback",2023-08-10 09:21:57.435516
3156,44,Onboarding,Signup-Login,2023-08-10 09:27:38.435516
3090,42,Engagement,Near Top Contributor,2023-08-10 09:24:55.435516
3071,260,Onboarding,Signup-Login,2023-08-10 09:21:26.435516
3208,278,Onboarding,Signup-Login,2023-08-10 09:16:03.435516
3017,130,Feedback,Used An Asset,2023-08-10 09:29:56.435516
3077,57,Feedback,Negative Feedback Given,2023-08-10 09:24:00.435516
3054,106,Engagement,Long User Inactivity,2023-08-10 09:13:17.435516
3019,166,Feedback,Used An Asset,2023-08-10 09:22:51.435516
3111,20,Engagement,New Assets Added,2023-08-10 09:20:33.435516
3000,185,Onboarding,Signup-Login,2023-08-10 09:29:41.435516
3072,182,Onboarding,Signup-Login,2023-08-10 09:29:55.435516
3183,202,Feedback,Negative Feedback Given,2023-08-10 09:28:14.435516
3208,131,Feedback,Frequent Portal Usage,2023-08-10 09:12:36.435516
3185,144,Feedback,"New Asset, No Feedback",2023-08-10 09:17:44.435516
3185,197,Feedback,Negative Feedback Given,2023-08-10 09:15:00.435516
3045,266,Onboarding,Signup-Login,2023-08-10 09:30:10.435516
3025,74,Engagement,Near Top Contributor,2023-08-10 09:31:14.435516
3145,167,Feedback,Used An Asset,2023-08-10 09:16:52.435516
3281,274,Onboarding,Signup-Login,2023-08-10 09:23:27.435516
3134,274,Engagement,Near Top Contributor,2023-08-10 09:16:03.435516
3283,45,Onboarding,Signup-Login,2023-08-10 09:18:21.435516
3242,164,Engagement,"Used, Not Rated",2023-08-10 09:28:19.435516
3097,182,Onboarding,Signup-Login,2023-08-10 09:25:29.435516
3179,103,Engagement,"Used, No Feedback",2023-08-10 09:16:28.435516
3240,120,Onboarding,Signup-Login,2023-08-10 09:14:04.435516
3195,286,Onboarding,Signup-Login,2023-08-10 09:13:00.435516
3047,307,Onboarding,Signup-Login,2023-08-10 09:27:24.435516
3013,193,Onboarding,Signup-Login,2023-08-10 09:19:32.435516
3100,79,Onboarding,Signup-Login,2023-08-10 09:19:56.435516
3208,304,Engagement,"Used, Not Rated",2023-08-10 09:24:25.435516
3135,58,Engagement,"Used, Not Rated",2023-08-10 09:22:57.435516
3260,163,Onboarding,Signup-Login,2023-08-10 09:30:55.435516
3094,282,Engagement,Long User Inactivity,2023-08-10 09:27:59.435516
3270,149,Feedback,Used New Asset,2023-08-10 09:15:43.435516
3115,115,Engagement,Long User Inactivity,2023-08-10 09:31:00.435516
3074,150,Engagement,Near Top Contributor,2023-08-10 09:18:06.435516
3265,304,Engagement,Near Top Contributor,2023-08-10 09:23:25.435516
3163,114,Feedback,Used New Asset,2023-08-10 09:15:50.435516
3088,44,Engagement,New Assets Added,2023-08-10 09:27:35.435516
3147,121,Engagement,"Used, Not Rated",2023-08-10 09:13:46.435516
3172,234,Engagement,Long User Inactivity,2023-08-10 09:31:02.435516
3024,267,Onboarding,Signup-Login,2023-08-10 09:27:02.435516
3228,294,Engagement,"Used, Not Rated",2023-08-10 09:15:38.435516
3183,40,Engagement,Near Top Contributor,2023-08-10 09:14:09.435516
3246,210,Feedback,Used New Asset,2023-08-10 09:23:16.435516
3113,260,Engagement,Near Top Contributor,2023-08-10 09:17:11.435516
3022,278,Feedback,"New Asset, No Feedback",2023-08-10 09:15:44.435516
3063,112,Engagement,"Used, No Feedback",2023-08-10 09:31:00.435516
3278,38,Onboarding,Signup-Login,2023-08-10 09:29:28.435516
3139,158,Onboarding,Signup-Login,2023-08-10 09:27:54.435516
3229,49,Feedback,"New Asset, No Feedback",2023-08-10 09:13:28.436515
3019,275,Feedback,"New Asset, No Feedback",2023-08-10 09:23:53.436515
3085,142,Feedback,"New Asset, No Feedback",2023-08-10 09:26:36.436515
3287,8,Feedback,"New Asset, No Feedback",2023-08-10 09:25:14.436515
3122,23,Engagement,New Assets Added,2023-08-10 09:17:23.436515
3051,6,Engagement,Long User Inactivity,2023-08-10 09:16:25.436515
3253,258,Feedback,Negative Feedback Given,2023-08-10 09:25:06.436515
3077,261,Engagement,Near Top Contributor,2023-08-10 09:23:36.436515
3174,261,Engagement,"Used, No Feedback",2023-08-10 09:23:55.436515
3261,228,Engagement,Near Top Contributor,2023-08-10 09:22:39.436515
3295,281,Onboarding,Signup-Login,2023-08-10 09:14:54.436515
3117,149,Feedback,Frequent Portal Usage,2023-08-10 09:13:52.436515
3053,1,Onboarding,Signup-Login,2023-08-10 09:25:45.436515
3283,103,Feedback,Used New Asset,2023-08-10 09:28:52.436515
3061,260,Engagement,Near Top Contributor,2023-08-10 09:17:44.436515
3019,112,Engagement,Near Top Contributor,2023-08-10 09:15:24.436515
3276,254,Onboarding,Signup-Login,2023-08-10 09:16:48.436515
3093,125,Onboarding,Signup-Login,2023-08-10 09:17:33.436515
3019,109,Feedback,Frequent Portal Usage,2023-08-10 09:13:11.436515
3253,238,Feedback,Negative Feedback Given,2023-08-10 09:24:29.436515
3287,24,Engagement,"Used, No Feedback",2023-08-10 09:12:49.436515
